image,label
Img/img039-050.png,c
Img/img025-044.png,O
Img/img054-031.png,r
Img/img048-028.png,l
Img/img052-020.png,p
Img/img038-007.png,b
Img/img005-022.png,4
Img/img038-027.png,b
Img/img043-054.png,g
Img/img011-051.png,A
Img/img045-016.png,i
Img/img024-033.png,N
Img/img041-015.png,e
Img/img053-029.png,q
Img/img038-034.png,b
Img/img012-042.png,B
Img/img059-013.png,w
Img/img028-044.png,R
Img/img053-020.png,q
Img/img024-003.png,N
Img/img035-030.png,Y
Img/img011-013.png,A
Img/img062-015.png,z
Img/img050-040.png,n
Img/img055-036.png,s
Img/img004-025.png,3
Img/img033-047.png,W
Img/img018-041.png,H
Img/img050-053.png,n
Img/img038-013.png,b
Img/img047-029.png,k
Img/img020-038.png,J
Img/img009-035.png,8
Img/img053-045.png,q
Img/img014-033.png,D
Img/img042-046.png,f
Img/img001-022.png,0
Img/img009-020.png,8
Img/img022-030.png,L
Img/img043-015.png,g
Img/img018-021.png,H
Img/img023-006.png,M
Img/img045-014.png,i
Img/img052-049.png,p
Img/img028-031.png,R
Img/img044-027.png,h
Img/img014-055.png,D
Img/img062-026.png,z
Img/img031-036.png,U
Img/img003-021.png,2
Img/img054-005.png,r
Img/img058-037.png,v
Img/img039-046.png,c
Img/img027-053.png,Q
Img/img007-001.png,6
Img/img023-029.png,M
Img/img009-027.png,8
Img/img040-025.png,d
Img/img030-044.png,T
Img/img057-013.png,u
Img/img020-051.png,J
Img/img021-031.png,K
Img/img024-030.png,N
Img/img016-036.png,F
Img/img058-040.png,v
